"Id";"forme";"féminin";"féminin_pluriel";"pluriel";"type";"présent_dans_table_noms_et_adjectifs";"z";"participe_présent_orésent_dans_table_noms_et_adjectifs";"participe_passé_présent_dans_table_noms_et_adjectifs";"adverbe";"pluriel_correct";"féminin_correct";"féminin_pluriel_correct";"forme_correcte";"doublons";"à supprimer";"indice"
45774;"ambulant";"ambulante";"ambulantes";"ambulants";3;1;0;0;0;0;;;;;0;0;5
45775;"ambulatoire";;;"ambulatoires";1;0;0;0;0;0;;;;;0;0;0
45776;"amendable";;;"amendables";1;0;0;0;0;0;;;;;0;0;0
45777;"amentifère";;;"amentifères";3;1;0;0;0;0;;;;;0;0;0
45778;"amer";"amère";"amères";"amers";1;0;0;0;0;0;"amers";"amère";"amères";;0;0;1
45779;"amiable";;;"amiables";1;0;0;0;0;0;;;;;0;0;65
45780;"amibien";"amibienne";"amibiennes";"amibiens";1;0;0;0;0;0;;;;;0;0;0
45781;"amiboïde";;;"amiboïdes";1;0;0;0;0;0;;;;;0;0;0
45782;"amical";"amicale";"amicales";"amicaux";1;0;0;0;0;0;;;;;0;0;14
45783;"amidonnier";"amidonnière";"amidonnières";"amidonniers";3;1;0;0;0;0;"amidonniers";"amidonnière";"amidonnières";;0;0;0
45784;"amiral";"amirale";"amirales";"amiraux";1;0;0;0;0;0;;;;;0;0;3
45785;"ammoniac";;;"ammoniacs";3;1;0;0;0;0;;;;;0;0;1
45786;"ammoniacal";"ammoniacale";"ammoniacales";"ammoniacaux";1;0;0;0;0;0;;;;;0;0;0
45787;"ammoniaque";;;"ammoniaques";3;1;0;0;0;0;;;;;0;0;3
45788;"ammophile";;;"ammophiles";3;1;0;0;0;0;;;;;0;0;0
45789;"amniotique";;;"amniotiques";1;0;0;0;0;0;;;;;0;0;1
45792;"amnésique";;;"amnésiques";3;1;1;0;0;0;;;;;0;0;0
45795;"amoral";"amorale";"amorales";"amoraux";1;0;0;0;0;0;;;;;0;0;0
45796;"amoraliste";;;"amoralistes";3;1;0;0;0;0;;;;;0;0;0
45797;"amorphe";;;"amorphes";1;0;0;0;0;0;;;;;0;0;3
45799;"amortissable";;;"amortissables";1;0;0;0;0;0;;;;;0;0;0
45800;"amortisseur";"amortisseuse";"amortisseuses";"amortisseurs";3;1;0;0;0;0;"amortisseurs";"amortisseuse";"amortisseuses";;0;0;1
45801;"amoureux";"amoureuse";"amoureuses";;3;1;0;0;0;0;;"amoureuse";"amoureuses";"amoureux";1;0;2
45802;"amovible";;;"amovibles";1;0;0;0;0;0;;;;;0;0;2
45803;"amphibie";;;"amphibies";3;1;0;0;0;0;;;;;0;0;1
45804;"amphibologique";;;"amphibologiques";1;0;0;0;0;0;;;;;0;0;0
45805;"amphictyonique";;;"amphictyoniques";1;0;0;0;0;0;;;;;0;0;0
45806;"amphigourique";;;"amphigouriques";1;0;0;0;0;0;;;;;0;0;0
45807;"ample";;;"amples";1;0;0;0;0;0;;;;;0;0;2
45808;"amplectif";"amplective";"amplectives";"amplectifs";1;0;0;0;0;0;"amplectifs";"amplective";"amplectives";;0;0;0
84730;"activant";"activante";"activantes";"activants";4;0;0;0;0;0;;;;;0;0;0
84731;"actualisant";"actualisante";"actualisantes";"actualisants";4;0;1;0;0;0;;;;;0;0;0
84732;"acylant";"acylante";"acylantes";"acylants";4;0;0;0;0;0;;;;;0;0;0
84733;"adaptant";"adaptante";"adaptantes";"adaptants";4;0;0;0;0;0;;;;;0;0;12
84734;"additionnant";"additionnante";"additionnantes";"additionnants";4;0;0;0;0;0;;;;;0;0;2
84735;"adhérant";"adhérante";"adhérantes";"adhérants";4;0;0;0;0;0;;;;;0;0;0
84736;"adjectivant";"adjectivante";"adjectivantes";"adjectivants";4;0;0;0;0;0;;;;;0;0;0
45809;"ampliatif";"ampliative";"ampliatives";"ampliatifs";1;0;0;0;0;0;"ampliatifs";"ampliative";"ampliatives";;0;0;0
45811;"amplificateur";"amplificatrice";"amplificatrices";"amplificateurs";3;1;0;0;0;0;"amplificateurs";"amplificatrice";"amplificatrices";;0;0;6
45812;"ampoulé";"ampoulée";"ampoulées";"ampoulés";1;0;0;0;0;0;;;;;0;0;0
45816;"amylacé";"amylacée";"amylacées";"amylacés";1;0;0;0;0;0;;;;;0;0;0
45817;"amène";;;"amènes";1;0;0;0;0;0;;;;;0;0;0
45818;"améliorable";;;"améliorables";1;0;0;0;0;0;;;;;0;0;0
45820;"américain";"américaine";"américaines";"américains";3;1;0;0;0;0;;;;;0;0;409
45821;"américaniste";;;"américanistes";3;1;0;0;0;0;;;;;0;0;0
45822;"amérindien";"amérindienne";"amérindiennes";"amérindiens";1;0;0;0;0;0;;;;;0;0;0
45823;"amétrope";;;"amétropes";1;0;0;0;0;0;;;;;0;0;0
45824;"anabaptiste";;;"anabaptistes";3;1;0;0;0;0;;;;;0;0;0
45825;"anachronique";;;"anachroniques";1;0;0;0;0;0;;;;;0;0;1
45826;"anacréontique";;;"anacréontiques";1;0;0;0;0;0;;;;;0;0;0
45827;"anaglyptique";;;"anaglyptiques";1;0;0;0;0;0;;;;;0;0;0
45828;"anagogique";;;"anagogiques";1;0;0;0;0;0;;;;;0;0;0
45829;"anagrammatique";;;"anagrammatiques";1;0;0;0;0;0;;;;;0;0;0
45830;"anal";"anale";"anales";"anaux";1;0;0;0;0;0;;;;;0;0;3
45831;"analeptique";;;"analeptiques";3;1;0;0;0;0;;;;;0;0;0
45832;"analgésique";;;"analgésiques";1;0;1;0;0;0;;;;;0;0;0
45833;"analogique";;;"analogiques";1;0;0;0;0;0;;;;;0;0;0
45834;"analogue";;;"analogues";1;0;0;0;0;0;;;;;0;0;33
45835;"analphabète";;;"analphabètes";1;0;0;0;0;0;;;;;0;0;8
45836;"analysable";;;"analysables";1;0;1;0;0;0;;;;;0;0;0
45837;"analyseur";"analyseuse";"analyseuses";"analyseurs";3;1;1;0;0;0;"analyseurs";"analyseuse";"analyseuses";;0;0;0
45838;"analytique";;;"analytiques";1;0;0;0;0;0;;;;;0;0;10
45839;"anaphorique";;;"anaphoriques";1;0;0;0;0;0;;;;;0;0;0
45840;"anaphylactique";;;"anaphylactiques";1;0;0;0;0;0;;;;;0;0;1
45841;"anarchique";;;"anarchiques";1;0;0;0;0;0;;;;;0;0;2
45842;"anarchisant";"anarchisante";"anarchisantes";"anarchisants";1;0;1;0;0;0;;;;;0;0;0
45843;"anarchiste";;;"anarchistes";3;1;0;0;0;0;;;;;0;0;3
45844;"anastigmat";;;"anastigmats";3;1;0;0;0;0;;;;;0;0;0
45846;"anatomique";;;"anatomiques";1;0;0;0;0;0;;;;;0;0;5
45847;"anaérobie";;;"anaérobies";1;0;0;0;0;0;;;;;0;0;0
45848;"ancestral";"ancestrale";"ancestrales";"ancestraux";1;0;0;0;0;0;;;;;0;0;5
45849;"ancien";"ancienne";"anciennes";"anciens";3;1;0;0;0;0;;;;;0;0;271
45850;"ancillaire";;;"ancillaires";1;0;0;0;0;0;;;;;0;0;0
45851;"andalou";"andalouse";"andalouses";"andaloux";1;0;0;0;0;0;;;;;0;0;4
45852;"andin";"andine";"andines";"andins";1;0;0;0;0;0;;;;;0;0;3
45853;"androcéphale";;;"androcéphales";1;0;0;0;0;0;;;;;0;0;0
45854;"androgyne";;;"androgynes";3;1;0;0;0;0;;;;;0;0;0
45855;"androgène";;;"androgènes";3;1;0;0;0;0;;;;;0;0;0
45856;"androïde";;;"androïdes";3;1;0;0;0;0;;;;;0;0;0
45857;"anecdotique";;;"anecdotiques";1;0;0;0;0;0;;;;;0;0;3
84737;"adjectivisant";"adjectivisante";"adjectivisantes";"adjectivisants";4;0;1;0;0;0;;;;;0;0;0
84738;"adjoignant";"adjoignante";"adjoignantes";"adjoignants";4;0;0;0;0;0;;;;;0;0;0
84739;"adjugeant";"adjugeante";"adjugeantes";"adjugeants";4;0;0;0;0;0;;;;;0;0;0
84740;"adjurant";"adjurante";"adjurantes";"adjurants";4;0;0;0;0;0;;;;;0;0;0
84741;"admettant";"admettante";"admettantes";"admettants";4;0;0;0;0;0;;;;;0;0;9
84742;"administrant";"administrante";"administrantes";"administrants";4;0;0;0;0;0;;;;;0;0;0
45859;"anesthésique";;;"anesthésiques";3;1;1;0;0;0;;;;;0;0;0
45860;"angevin";"angevine";"angevines";"angevins";3;1;0;0;0;0;;;;;0;0;2
45861;"angineux";"angineuse";"angineuses";;3;1;0;0;0;0;;"angineuse";"angineuses";"angineux";1;0;2
45862;"anglais";"anglaise";"anglaises";;3;1;0;0;0;0;;;;;0;0;175
45863;"anglican";"anglicane";"anglicanes";"anglicans";3;1;0;0;0;0;;;;;0;0;10
45864;"anglomane";;;"anglomanes";3;1;0;0;0;0;;;;;0;0;0
45865;"anglophile";;;"anglophiles";1;0;0;0;0;0;;;;;0;0;0
45866;"anglophobe";;;"anglophobes";1;0;0;0;0;0;;;;;0;0;0
45867;"anglophone";;;"anglophones";1;0;0;0;0;0;;;;;0;0;7
45870;"angora";;;"angoras";3;1;0;0;0;0;;;;;0;0;0
45871;"angoumois";"angoumoise";"angoumoises";;1;0;0;0;0;0;;;;;0;0;0
45872;"angulaire";;;"angulaires";1;0;0;0;0;0;;;;;0;0;37
45873;"anguleux";"anguleuse";"anguleuses";;1;0;0;0;0;0;;"anguleuse";"anguleuses";"anguleux";0;0;4
45874;"angélique";;;"angéliques";3;1;0;0;0;0;;;;;0;0;2
45875;"anharmonique";;;"anharmoniques";1;0;0;0;0;0;;;;;0;0;0
45876;"anhydre";;;"anhydres";1;0;0;0;0;0;;;;;0;0;6
45877;"animal";"animale";"animales";"animaux";3;1;0;0;0;0;;;;;0;0;4
45878;"animiste";;;"animistes";1;0;0;0;0;0;;;;;0;0;0
45880;"anisotrope";;;"anisotropes";1;0;1;0;0;0;;;;;0;0;2
45883;"annal";"annale";"annales";"annaux";1;0;0;0;0;0;;;;;0;0;0
45884;"annamite";;;"annamites";3;1;0;0;0;0;;;;;0;0;4
45886;"annexe";;;"annexes";3;1;0;0;0;0;;;;;0;0;961
45887;"annexionniste";;;"annexionnistes";1;0;0;0;0;0;;;;;0;0;0
45888;"anniversaire";;;"anniversaires";3;1;0;0;0;0;;;;;0;0;26
45889;"annonciateur";"annonciatrice";"annonciatrices";"annonciateurs";3;1;0;0;0;0;"annonciateurs";"annonciatrice";"annonciatrices";;0;0;3
45890;"annuel";"annuelle";"annuelles";"annuels";1;0;0;0;0;0;;;;;0;0;275
45891;"annulable";;;"annulables";1;0;0;0;0;0;;;;;0;0;0
45892;"annulaire";;;"annulaires";1;0;0;0;0;0;;;;;0;0;1
45895;"anodin";"anodine";"anodines";"anodins";1;0;0;0;0;0;;;;;0;0;7
45896;"anomal";"anomale";"anomales";"anomaux";1;0;0;0;0;0;;;;;0;0;0
45897;"anonyme";;;"anonymes";3;1;0;0;0;0;;;;;0;0;8
45898;"anorexique";;;"anorexiques";1;0;0;0;0;0;;;;;0;0;0
45899;"anormal";"anormale";"anormales";"anormaux";3;1;0;0;0;0;;;;;0;0;5
45900;"anoure";;;"anoures";3;1;0;0;0;0;;;;;0;0;0
45901;"ansé";"ansée";"ansées";"ansés";1;0;0;0;0;0;;;;;0;0;0
45902;"ansérine";;;"ansérines";3;1;0;0;0;0;;;;;0;0;0
45903;"antagonique";;;"antagoniques";1;0;0;0;0;0;;;;;0;0;0
45904;"antagoniste";;;"antagonistes";3;1;0;0;0;0;;;;;0;0;1
45905;"antalgique";;;"antalgiques";1;0;0;0;0;0;;;;;0;0;0
45906;"antarctique";;;"antarctiques";1;0;0;0;0;0;;;;;0;0;2
45907;"anthropocentrique";;;"anthropocentriques";1;0;0;0;0;0;;;;;0;0;0
45908;"anthropologique";;;"anthropologiques";1;0;0;0;0;0;;;;;0;0;1
45909;"anthropomorphe";;;"anthropomorphes";1;0;0;0;0;0;;;;;0;0;0
45910;"anthropomorphique";;;"anthropomorphiques";1;0;0;0;0;0;;;;;0;0;0
45911;"anthropométrique";;;"anthropométriques";1;0;0;0;0;0;;;;;0;0;0
84743;"admirant";"admirante";"admirantes";"admirants";4;0;0;0;0;0;;;;;0;0;1
84744;"admonestant";"admonestante";"admonestantes";"admonestants";4;0;0;0;0;0;;;;;0;0;0
84745;"adonisant";"adonisante";"adonisantes";"adonisants";4;0;1;0;0;0;;;;;0;0;0
84746;"adonnant";"adonnante";"adonnantes";"adonnants";4;0;0;0;0;0;;;;;0;0;0
84747;"adoptant";"adoptante";"adoptantes";"adoptants";4;0;0;0;0;0;;;;;0;0;49
84748;"adorant";"adorante";"adorantes";"adorants";4;0;0;0;0;0;;;;;0;0;0
84749;"adossant";"adossante";"adossantes";"adossants";4;0;0;0;0;0;;;;;0;0;0
45912;"anthropoïde";;;"anthropoïdes";1;0;0;0;0;0;;;;;0;0;2
45913;"antialcoolique";;;"antialcooliques";1;0;0;0;0;0;;;;;0;0;1
45914;"antiatomique";;;"antiatomiques";1;0;0;0;0;0;;;;;0;0;0
45915;"antiaérien";"antiaérienne";"antiaériennes";"antiaériens";1;0;0;0;0;0;;;;;0;0;0
45916;"antibiotique";;;"antibiotiques";1;0;0;0;0;0;;;;;0;0;8
45917;"antichar";;;"antichars";1;0;0;0;0;0;;;;;0;0;0
45920;"anticlinal";"anticlinale";"anticlinales";"anticlinaux";1;0;0;0;0;0;;;;;0;0;0
45921;"anticlérical";"anticléricale";"anticléricales";"anticléricaux";3;1;0;0;0;0;;;;;0;0;1
45922;"anticoagulant";"anticoagulante";"anticoagulantes";"anticoagulants";3;1;0;0;0;0;;;;;0;0;2
45923;"anticolonialiste";;;"anticolonialistes";1;0;0;0;0;0;;;;;0;0;1
45924;"anticonceptionnel";"anticonceptionnelle";"anticonceptionnelles";"anticonceptionnels";1;0;0;0;0;0;;;;;0;0;3
45925;"anticonstitutionnel";"anticonstitutionnelle";"anticonstitutionnelles";"anticonstitutionnels";1;0;0;0;0;0;;;;;0;0;1
45926;"anticryptogamique";;;"anticryptogamiques";3;1;0;0;0;0;;;;;0;0;0
45927;"anticyclonal";"anticyclonale";"anticyclonales";"anticyclonaux";1;0;0;0;0;0;;;;;0;0;0
45928;"anticyclonique";;;"anticycloniques";1;0;0;0;0;0;;;;;0;0;0
45929;"antidémocratique";;;"antidémocratiques";1;0;0;0;0;0;;;;;0;0;0
45930;"antidérapant";"antidérapante";"antidérapantes";"antidérapants";1;0;0;0;0;0;;;;;0;0;0
45931;"antiesclavagiste";;;"antiesclavagistes";1;0;0;0;0;0;;;;;0;0;0
45932;"antifasciste";;;"antifascistes";3;1;0;0;0;0;;;;;0;0;1
45933;"antigel";;;"antigels";3;1;0;0;0;0;;;;;0;0;0
45934;"antigouvernemental";"antigouvernementale";"antigouvernementales";"antigouvernementaux";1;0;0;0;0;0;;;;;0;0;0
45935;"antillais";"antillaise";"antillaises";;3;1;0;0;0;0;;;;;0;0;3
45936;"antimilitariste";;;"antimilitaristes";3;1;0;0;0;0;;;;;0;0;1
45937;"antimissile";;;"antimissiles";1;0;0;0;0;0;;;;;0;0;2
45938;"antimite";;;;3;1;0;0;0;0;;;;;0;0;1
45939;"antimites";;;;1;0;0;0;0;0;;;;;0;0;0
45940;"antimitotique";;;"antimitotiques";1;0;0;0;0;0;;;;;0;0;0
45941;"antimonarchique";;;"antimonarchiques";1;0;0;0;0;0;;;;;0;0;0
45942;"antinational";"antinationale";"antinationales";"antinationaux";1;0;0;0;0;0;;;;;0;0;0
45943;"antinaturel";"antinaturelle";"antinaturelles";"antinaturels";1;0;0;0;0;0;;;;;0;0;0
45944;"antinomique";;;"antinomiques";1;0;0;0;0;0;;;;;0;0;1
45945;"antiparallèle";;;"antiparallèles";1;0;0;0;0;0;;;;;0;0;0
45946;"antiparasite";;;"antiparasites";3;1;1;0;0;0;;;;;0;0;0
45947;"antiparlementaire";;;"antiparlementaires";1;0;0;0;0;0;;;;;0;0;0
45948;"antipathique";;;"antipathiques";1;0;0;0;0;0;;;;;0;0;2
45949;"antipatriotique";;;"antipatriotiques";1;0;0;0;0;0;;;;;0;0;0
45950;"antiphlogistique";;;"antiphlogistiques";1;0;0;0;0;0;;;;;0;0;0
45951;"antipoliomyélitique";;;"antipoliomyélitiques";1;0;0;0;0;0;;;;;0;0;0
45952;"antipéristaltique";;;"antipéristaltiques";1;0;0;0;0;0;;;;;0;0;0
45953;"antique";;;"antiques";3;1;0;0;0;0;;;;;0;0;28
84750;"adoubant";"adoubante";"adoubantes";"adoubants";4;0;0;0;0;0;;;;;0;0;0
84751;"adoucissant";"adoucissante";"adoucissantes";"adoucissants";4;0;0;0;0;0;;;;;0;0;0
45954;"antirabique";;;"antirabiques";1;0;0;0;0;0;;;;;0;0;0
45955;"antirationnel";"antirationnelle";"antirationnelles";"antirationnels";1;0;0;0;0;0;;;;;0;0;0
45956;"antireligieux";"antireligieuse";"antireligieuses";;1;0;0;0;0;0;;"antireligieuse";"antireligieuses";"antireligieux";0;0;3
45957;"antiréglementaire";;;"antiréglementaires";1;0;0;0;0;0;;;;;0;0;0
45958;"antirépublicain";"antirépublicaine";"antirépublicaines";"antirépublicains";3;1;0;0;0;0;;;;;0;0;0
45959;"antiscorbutique";;;"antiscorbutiques";1;0;0;0;0;0;;;;;0;0;1
45960;"antiseptique";;;"antiseptiques";1;0;1;0;0;0;;;;;0;0;1
45961;"antisocial";"antisociale";"antisociales";"antisociaux";1;0;1;0;0;0;;;;;0;0;1
45962;"antispasmodique";;;"antispasmodiques";1;0;0;0;0;0;;;;;0;0;0
45963;"antisymétrique";;;"antisymétriques";1;0;0;0;0;0;;;;;0;0;0
45964;"antisyphilitique";;;"antisyphilitiques";1;0;0;0;0;0;;;;;0;0;0
45965;"antisémite";;;"antisémites";1;0;1;0;0;0;;;;;0;0;1
45966;"antithétique";;;"antithétiques";1;0;0;0;0;0;;;;;0;0;0
45967;"antitoxique";;;"antitoxiques";1;0;0;0;0;0;;;;;0;0;0
45968;"antitrust";;;;1;0;0;0;0;0;;;;;0;0;0
45969;"antituberculeux";"antituberculeuse";"antituberculeuses";;1;0;0;0;0;0;;"antituberculeuse";"antituberculeuses";"antituberculeux";0;0;3
45970;"antitétanique";;;"antitétaniques";1;0;0;0;0;0;;;;;0;0;0
45971;"antivol";;;;3;1;0;0;0;0;;;;;0;0;0
45972;"antécédent";"antécédente";"antécédentes";"antécédents";1;0;0;0;0;0;;;;;0;0;6
45973;"antédiluvien";"antédiluvienne";"antédiluviennes";"antédiluviens";1;0;0;0;0;0;;;;;0;0;1
45974;"antépénultième";;;"antépénultièmes";1;0;0;0;0;0;;;;;0;0;0
45975;"antérieur";"antérieure";"antérieures";"antérieurs";1;0;0;0;0;0;;;;;0;0;35
45976;"anversois";"anversoise";"anversoises";;1;0;0;0;0;0;;;;;0;0;0
45977;"anxieux";"anxieuse";"anxieuses";;1;0;0;0;0;0;;"anxieuse";"anxieuses";"anxieux";0;0;9
45979;"anémique";;;"anémiques";3;1;0;0;0;0;;;;;0;0;2
45981;"anéroïde";;;"anéroïdes";1;0;0;0;0;0;;;;;0;0;0
45982;"aortique";;;"aortiques";1;0;0;0;0;0;;;;;0;0;14
45983;"aoûté";"aoûtée";"aoûtées";"aoûtés";1;0;0;0;0;0;;;;;0;0;0
45984;"apache";;;"apaches";3;1;0;0;0;0;;;;;0;0;11
45985;"apagogique";;;"apagogiques";1;0;0;0;0;0;;;;;0;0;0
45987;"apathique";;;"apathiques";1;0;0;0;0;0;;;;;0;0;1
45988;"apatride";;;"apatrides";1;0;0;0;0;0;;;;;0;0;13
45989;"apercevable";;;"apercevables";1;0;0;0;0;0;;;;;0;0;0
45991;"aphasique";;;"aphasiques";3;1;1;0;0;0;;;;;0;0;0
45992;"aphone";;;"aphones";1;0;0;0;0;0;;;;;0;0;0
45993;"aphoristique";;;"aphoristiques";1;0;0;0;0;0;;;;;0;0;0
45994;"aphrodisiaque";;;"aphrodisiaques";3;1;1;0;0;0;;;;;0;0;0
45995;"aphteux";"aphteuse";"aphteuses";;1;0;0;0;0;0;;"aphteuse";"aphteuses";"aphteux";0;0;0
45996;"aphylle";;;"aphylles";1;0;0;0;0;0;;;;;0;0;0
121055;"amouracher";;;;7;0;0;0;0;0;;;;;0;0;0
121056;"aucun";"aucune";;;0;0;0;0;0;0;;;;;0;0;718
121057;"processuel";"processuelle";"processuelles";"processuels";1;0;0;0;0;0;;;;;0;0;76
121058;"grand";"grande";"grandes";"grands";1;0;0;0;0;0;;;;;0;0;378
121059;"Etat-membre";;;"Etats-membres";0;0;0;0;0;0;;;;;0;0;0
121060;"selon";;;;0;0;0;0;0;0;;;;;0;0;1946
121061;"codécision";"codécisions";;;0;0;1;0;0;0;;;;;0;0;0
121062;"colégislateur";"colégislatrice";"colégislatrices";"colégislateurs";0;0;0;0;0;0;;;;;0;0;0
121063;"puisque";;;;0;0;0;0;0;0;;;;;0;0;383
121064;"puisqu'il";"puisqu'elle";"puisqu'elles";"puisqu'ils";0;0;0;0;0;0;;;;;0;0;35
121065;"abrogatif";"abrogative";"abrogatives";"abrogatifs";0;0;0;0;0;0;;;;;0;0;0
121072;"accréditeur";"accréditrice";"accréditrices";"accréditeurs";;0;0;0;0;0;;;;;0;0;0
121082;"acrophobie";"";;"acrophobies";;0;0;0;0;0;;;;;0;0;0
121083;"affairisme";"";;"affairismes";;0;0;0;0;0;;;;;0;0;0
121084;"comitologie";"";;"comitologies";;0;0;0;0;0;;;;;0;0;156
121085;"afocal";"afocale";"afocales";"afocaux";;0;0;0;0;0;;;;;0;0;0
121021;"vous";;;;11;0;0;0;0;0;;;;;0;0;2010
121022;"nous";;;;11;0;0;0;0;0;;;;;0;0;3186
121016;"catimini";;;;0;0;0;0;0;0;;;;;0;0;0
45378;"abaissable";;;"abaissables";1;0;0;0;0;0;;;;;0;0;0
45380;"abaisseur";;;"abaisseurs";3;1;0;0;0;0;;;;;0;0;0
45385;"abbatial";"abbatiale";"abbatiales";"abbatiaux";1;0;0;0;0;0;;;;;0;0;0
45536;"adextré";"adextrée";"adextrées";"adextrés";1;0;0;0;0;0;;;;;0;0;0
45537;"adhérent";"adhérente";"adhérentes";"adhérents";3;1;0;0;0;0;;;;;0;0;3
45538;"adhésif";"adhésive";"adhésives";"adhésifs";1;0;1;0;0;0;"adhésifs";"adhésive";"adhésives";;0;0;17
45539;"adiabatique";;;"adiabatiques";3;1;0;0;0;0;;;;;0;0;0
45540;"adipeux";"adipeuse";"adipeuses";;1;0;0;0;0;0;;"adipeuse";"adipeuses";"adipeux";0;0;0
45541;"adipique";;;"adipiques";1;0;0;0;0;0;;;;;0;0;1
45542;"adjacent";"adjacente";"adjacentes";"adjacents";1;0;0;0;0;0;;;;;0;0;3
45543;"adjectif";"adjective";"adjectives";"adjectifs";1;0;0;0;0;0;"adjectifs";"adjective";"adjectives";;0;0;22
45544;"adjectival";"adjectivale";"adjectivales";"adjectivaux";1;0;0;0;0;0;;;;;0;0;0
45546;"adjudicatif";"adjudicative";"adjudicatives";"adjudicatifs";1;0;0;0;0;0;"adjudicatifs";"adjudicative";"adjudicatives";;0;0;0
45548;"administratif";"administrative";"administratives";"administratifs";3;1;0;0;0;0;"administratifs";"administrative";"administratives";;0;0;256
45550;"admirable";;;"admirables";1;0;0;0;0;0;;;;;0;0;43
45552;"admirateur";"admiratrice";"admiratrices";"admirateurs";1;0;0;0;0;0;"admirateurs";"admiratrice";"admiratrices";;0;0;17
45553;"admiratif";"admirative";"admiratives";"admiratifs";1;0;0;0;0;0;"admiratifs";"admirative";"admiratives";;0;0;4
45554;"admissible";;;"admissibles";3;1;0;0;0;0;;;;;0;0;11
45555;"adnominal";"adnominale";"adnominales";"adnominaux";1;0;0;0;0;0;;;;;0;0;0
45556;"adné";"adnée";"adnées";"adnés";1;0;0;0;0;0;;;;;0;0;0
45557;"adolescent";"adolescente";"adolescentes";"adolescents";3;1;0;0;0;0;;;;;0;0;48
45558;"adoptable";;;"adoptables";1;0;0;0;0;0;;;;;0;0;0
45559;"adoptif";"adoptive";"adoptives";"adoptifs";1;0;0;0;0;0;"adoptifs";"adoptive";"adoptives";;0;0;5
45561;"adorable";;;"adorables";1;0;0;0;0;0;;;;;0;0;6
45562;"adoral";"adorale";"adorales";"adoraux";1;0;0;0;0;0;;;;;0;0;0
84670;"accouant";"accouante";"accouantes";"accouants";4;0;0;0;0;0;;;;;0;0;0
84671;"accouplant";"accouplante";"accouplantes";"accouplants";4;0;0;0;0;0;;;;;0;0;0
84672;"accourcissant";"accourcissante";"accourcissantes";"accourcissants";4;0;0;0;0;0;;;;;0;0;0
84673;"accourant";"accourante";"accourantes";"accourants";4;0;0;0;0;0;;;;;0;0;0
84674;"accoutrant";"accoutrante";"accoutrantes";"accoutrants";4;0;0;0;0;0;;;;;0;0;0
84675;"abstrayant";"abstrayante";"abstrayantes";"abstrayants";4;0;0;0;0;0;;;;;0;0;0
84676;"abusant";"abusante";"abusantes";"abusants";4;0;1;0;0;0;;;;;0;0;3
45566;"adragante";;;"adragantes";3;1;0;0;0;0;;;;;0;0;0
45567;"adroit";"adroite";"adroites";"adroits";1;0;0;0;0;0;;;;;0;0;4
45569;"adulateur";"adulatrice";"adulatrices";"adulateurs";3;1;0;0;0;0;"adulateurs";"adulatrice";"adulatrices";;0;0;0
45570;"adulte";;;"adultes";3;1;0;0;0;0;;;;;0;0;8
45571;"adultère";;;"adultères";3;1;0;0;0;0;;;;;0;0;3
45572;"adultérin";"adultérine";"adultérines";"adultérins";1;0;0;0;0;0;;;;;0;0;0
45573;"adventice";;;"adventices";1;0;0;0;0;0;;;;;0;0;0
45574;"adventif";"adventive";"adventives";"adventifs";1;0;0;0;0;0;"adventifs";"adventive";"adventives";;0;0;0
45575;"adventiste";;;"adventistes";1;0;0;0;0;0;;;;;0;0;1
45576;"adverbial";"adverbiale";"adverbiales";"adverbiaux";1;0;0;0;0;0;;;;;0;0;0
45577;"adversatif";"adversative";"adversatives";"adversatifs";1;0;0;0;0;0;"adversatifs";"adversative";"adversatives";;0;0;0
45578;"adverse";"adverses";;;1;0;0;0;0;0;;;;;0;0;21
45579;"adynamique";;;"adynamiques";1;0;0;0;0;0;;;;;0;0;0
45580;"adéquat";"adéquate";"adéquates";"adéquats";1;0;0;0;0;0;;;;;0;0;15
45581;"affable";;;"affables";1;0;0;0;0;0;;;;;0;0;4
45585;"affaiblisseur";"affaiblisseuse";"affaiblisseuses";"affaiblisseurs";3;1;0;0;0;0;"affaiblisseurs";"affaiblisseuse";"affaiblisseuses";;0;0;0
45588;"affectable";;;"affectables";1;0;0;0;0;0;;;;;0;0;0
45589;"affectif";"affective";"affectives";"affectifs";1;0;0;0;0;0;"affectifs";"affective";"affectives";;0;0;1
45591;"affectueux";"affectueuse";"affectueuses";;1;0;0;0;0;0;;"affectueuse";"affectueuses";"affectueux";0;0;6
45593;"affidé";"affidée";"affidées";"affidés";3;1;0;0;0;0;;;;;0;0;0
45595;"affin";"affine";"affines";"affins";1;0;0;0;0;0;;;;;0;0;0
45597;"affirmatif";"affirmative";"affirmatives";"affirmatifs";1;0;0;0;0;0;"affirmatifs";"affirmative";"affirmatives";;0;0;2
45598;"affixal";"affixale";"affixales";"affixaux";1;0;0;0;0;0;;;;;0;0;0
45599;"afflictif";"afflictive";"afflictives";"afflictifs";1;0;0;0;0;0;"afflictifs";"afflictive";"afflictives";;0;0;4
45601;"affluent";"affluente";"affluentes";"affluents";3;1;0;0;0;0;;;;;0;0;1
45605;"affreux";"affreuse";"affreuses";;3;1;0;0;0;0;;"affreuse";"affreuses";"affreux";1;0;23
45607;"affriquée";;;"affriquées";3;1;0;0;0;0;;;;;0;0;0
84677;"acagnardant";"acagnardante";"acagnardantes";"acagnardants";4;0;0;0;0;0;;;;;0;0;0
84678;"accablant";"accablante";"accablantes";"accablants";4;0;0;0;0;0;;;;;0;0;2
