"forme";"z";"type"
"râper";0;7
"raper";0;7
"rapetasser";0;7
"rapetisser";0;7
"rapiécer";0;7
"rapiéceter";0;7
"rapiner";0;7
"raplatir";0;7
"raplomber";0;7
"rapointir";0;7
"rappareiller";0;7
"rapparier";0;7
"rappeler";0;7
"rapper";0;7
"rappliquer";0;7
"rappointir";0;7
"rapporter";0;7
"rapprendre";0;7
"rapprêter";0;7
"rapprocher";0;7
"se rapproprier";0;7
"rapprovisionner";1;7
"raquer";0;7
"raréfier";0;7
"raser";1;7
"rassasier";1;7
"rassembler";0;7
"rassoir";0;7
"rasséréner";0;7
"rassir";0;7
"rassortir";0;7
"rassurer";0;7
"ratatiner";0;7
"ratatouiller";0;7
"râteler";0;7
"rater";0;7
"ratiboiser";1;7
"ratifier";0;7
"ratiner";0;7
"ratiociner";0;7
"rationaliser";1;7
"rationner";0;7
"ratisser";0;7
"ratonner";0;7
"rattacher";0;7
"rattraper";0;7
"raturer";0;7
"raucher";0;7
"raugmenter";0;7
"rauquer";0;7
"ravager";0;7
"ravaler";0;7
"ravauder";0;7
"ravigoter";0;7
"ravilir";0;7
"raviner";0;7
"ravir";0;7
"se raviser";1;7
"ravitailler";0;7
"raviver";0;7
"ravoir";0;7
"rayer";0;7
"rayonner";0;7
"razzier";1;7
"réabonner";0;7
"réabsorber";0;7
"réaccoutumer";0;7
"réactiver";0;7
"réactualiser";1;7
"réadapter";0;7
"réadmettre";0;7
"réaffirmer";0;7
"réaffûter";0;7
"réagir";0;7
"réajuster";0;7
"réaléser";1;7
"réaliser";1;7
"réaménager";0;7
"réamorcer";0;7
"réanimer";0;7
"réapparaître";0;7
"réapprendre";0;7
"réapprovisionner";1;7
"réargenter";0;7
"réarmer";0;7
"réarranger";0;7
"réassigner";0;7
"réassortir";0;7
"réassurer";0;7
"rebaisser";0;7
"rebander";0;7
"rebaptiser";1;7
"rebarrer";0;7
"rebâtir";0;7
"rebattre";0;7
"se rebeller";0;7
"se rebiffer";0;7
"rebiquer";0;7
"reblanchir";0;7
"rebloquer";0;7
"rebobiner";0;7
"reboiser";1;7
"rebondir";0;7
"reborder";0;7
"reboucher";0;7
"rebouillir";0;7
"rebouter";0;7
"reboutonner";0;7
"rebraguetter";0;7
"rebrasser";0;7
"rebroder";0;7
"rebrousser";0;7
"rebuffer";0;7
"rebuter";0;7
"recacheter";0;7
"recalcifier";0;7
"recalculer";0;7
"recaler";0;7
"récapituler";0;7
"recarder";0;7
"recarreler";0;7
"recaser";1;7
"recauser";1;7
"recéder";0;7
"receler";0;7
"recéler";0;7
"recenser";0;7
"recentrer";0;7
"recéper";0;7
"receper";0;7
"réceptionner";0;7
"recercler";0;7
"recevoir";0;7
"rechampir";0;7
"réchampir";0;7
"rechanger";0;7
"rechanter";0;7
"rechaper";0;7
"réchapper";0;7
"recharger";0;7
"rechasser";0;7
"réchauffer";0;7
"rechausser";0;7
"rechercher";0;7
"rechigner";0;7
"rechristianiser";1;7
"rechuter";0;7
"récidiver";0;7
"réciproquer";0;7
"réciter";0;7
"réclamer";0;7
"reclasser";0;7
"récliner";0;7
"reclouer";0;7
"reclure";0;7
"recoiffer";0;7
"récoler";0;7
"recoller";0;7
"recolorer";0;7
"récolter";0;7
"recombiner";0;7
"recommander";0;7
"recommencer";0;7
"recomparaître";0;7
"récompenser";0;7
"recomposer";1;7
"recompter";0;7
"réconcilier";0;7
"recondamner";0;7
"reconduire";0;7
"réconforter";0;7
"recongeler";0;7
"reconnaître";0;7
"reconnecter";0;7
"reconquérir";0;7
"reconsidérer";0;7
"reconsoler";0;7
"reconsolider";0;7
"reconstituer";0;7
"reconstruire";0;7
"reconvertir";0;7
"recopier";0;7
"recoquiller";0;7
"recorder";0;7
"recorriger";0;7
"recoucher";0;7
"recoudre";0;7
"recouper";0;7
"recouponner";0;7
"recourber";0;7
"recourir";0;7
"recouvrer";0;7
"recouvrir";0;7
"recracher";0;7
"recréer";0;7
"récréer";0;7
"recrépir";0;7
"recreuser";1;7
"se récrier";0;7
"récriminer";0;7
"récrire";0;7
"recristalliser";1;7
"recroiser";1;7
"recroître";0;7
"recroqueviller";0;7
"recruter";0;7
"rectifier";0;7
"recueillir";0;7
"recuire";0;7
"reculer";0;7
"reculotter";0;7
"récupérer";0;7
"récurer";0;7
"récuser";1;7
"recycler";0;7
"redécouvrir";0;7
"redéfaire";0;7
"redéfinir";0;7
"redemander";0;7
"redémarrer";0;7
"redémolir";0;7
"redescendre";0;7
"redessiner";0;7
"redevenir";0;7
"redevoir";0;7
"rediffuser";1;7
"rédiger";0;7
"rédimer";0;7
"redire";0;7
"rediscuter";0;7
"redistribuer";0;7
"redonder";0;7
"redonner";0;7
"redorer";0;7
"redormir";0;7
"redoubler";0;7
"redouter";0;7
"redresser";0;7
"réduire";0;7
"réécouter";0;7
"réécrire";0;7
"réédifier";0;7
"rééditer";0;7
"rééduquer";0;7
"réélire";0;7
"réembaucher";0;7
"réemployer";0;7
"réengager";0;7
"réensemencer";0;7
"réentendre";0;7
"rééquilibrer";0;7
"réer";0;7
"réescompter";0;7
"réessayer";0;7
"réétudier";0;7
"réévaluer";0;7
"réexaminer";0;7
"réexpédier";0;7
"réexporter";0;7
"refaçonner";0;7
"refaire";0;7
"refendre";0;7
"référencer";0;7
"référer";0;7
"refermer";0;7
"refiler";0;7
"réfléchir";0;7
"refléter";0;7
"refleurir";0;7
"refluer";0;7
"refondre";0;7
"reforger";0;7
"reformer";0;7
"réformer";0;7
"reformuler";0;7
"refouiller";0;7
"refouler";0;7
"refourguer";0;7
"refourrer";0;7
"refoutre";0;7
"réfracter";0;7
"refréner";0;7
"réfréner";0;7
"réfrigérer";0;7
"refroidir";0;7
"se réfugier";0;7
"refuir";0;7
"refuser";1;7
"réfuter";0;7
"regagner";0;7
"régaler";0;7
"regarder";0;7
"regarnir";0;7
"régater";0;7
"regazonner";1;7
"regeler";0;7
"régénérer";0;7
"régenter";0;7
"regimber";0;7
"régionaliser";1;7
"régir";0;7
"réglementer";0;7
"régler";0;7
"régner";0;7
"regonfler";0;7
"regorger";0;7
"regratter";0;7
"regréer";0;7
"regreffer";0;7
"régresser";0;7
"regretter";0;7
"regrimper";0;7
"regrossir";0;7
"regrouper";0;7
"régulariser";1;7
"réguler";0;7
"régurgiter";0;7
"réhabiliter";0;7
"réhabituer";0;7
"rehausser";0;7
"réhydrater";0;7
"réifier";0;7
"réimperméabiliser";1;7
"réimplanter";0;7
"réimporter";0;7
"réimposer";1;7
"réimprimer";0;7
"réincarcérer";0;7
"se réincarner";0;7
"réincorporer";0;7
"réinfecter";0;7
"réinjecter";0;7
"réinscrire";0;7
"réinsérer";0;7
"réinstaller";0;7
"réintégrer";0;7
"réinterpréter";0;7
"réintroduire";0;7
"réinventer";0;7
"réinvestir";0;7
"réinviter";0;7
"réitérer";0;7
"rejaillir";0;7
"rejeter";0;7
"rejoindre";0;7
"rejointoyer";0;7
"rejouer";0;7
"réjouir";0;7
"relâcher";0;7
"se relaisser";0;7
"relancer";0;7
"rélargir";0;7
"relater";0;7
"relativiser";1;7
"relaver";0;7
"relaxer";0;7
"relayer";0;7
"reléguer";0;7
"relever";0;7
"relier";0;7
"relire";0;7
"reloger";0;7
"relooker";0;7
"reloquer";0;7
"reloqueter";0;7
"relouer";0;7
"reluire";0;7
"reluquer";0;7
"remâcher";0;7
"remailler";0;7
"remanger";0;7
"remanier";0;7
"remaquiller";0;7
"remarchander";0;7
"remarcher";0;7
"remarier";0;7
"remarquer";0;7
"remastiquer";0;7
"remballer";0;7
"rembarquer";0;7
"rembarrer";0;7
"rembaucher";0;7
"rembiner";0;7
"remblaver";0;7
"remblayer";0;7
"rembobiner";0;7
"remboîter";0;7
"rembouger";0;7
"rembourrer";0;7
"rembourser";0;7
"rembrunir";0;7
"rembucher";0;7
"remédier";0;7
"remembrer";0;7
"remémorer";0;7
"remercier";0;7
"remettre";0;7
"remeubler";0;7
"remilitariser";1;7
"remiser";1;7
"remmailler";0;7
"remmailloter";0;7
"remmancher";0;7
"remmener";0;7
"remodeler";0;7
"remonter";0;7
"remontrer";0;7
"remord re";0;7
"remordre";0;7
"remorquer";0;7
"remoucher";0;7
"remoudre";0;7
"remouiller";0;7
"rempailler";0;7
"rempaqueter";0;7
"remparer";0;7
"rempiéter";0;7
"rempiler";0;7
"rempirer";0;7
"remplacer";0;7
"remplier";0;7
"remplir";0;7
"remployer";0;7
"remplumer";0;7
"rempocher";0;7
"rempoissonner";0;7
"remporter";0;7
"rempoter";0;7
"remprunter";0;7
"remuer";0;7
"rémunérer";0;7
"renâcler";0;7
"renaître";0;7
"renarder";0;7
"renauder";0;7
"rencaisser";0;7
"rencarder";0;7
"renchaîner";0;7
"renchérir";0;7
"rencogner";0;7
"rencontrer";0;7
"rendormir";0;7
"rendosser";0;7
"rendre";0;7
"renduire";0;7
"reneiger";0;7
"rénetter";0;7
"renfaîter";0;7
"renfermer";0;7
"renfiler";0;7
"renflammer";0;7
"renfler";0;7
"renflouer";0;7
"renfoncer";0;7
"renforcer";0;7
"renformir";0;7
"se renfrogner";0;7
"rengager";0;7
"rengainer";0;7
"se rengorger";0;7
"rengracier";0;7
"rengréner";0;7
"rengrener";0;7
"renier";0;7
"renifler";0;7
"reniper";0;7
"renipper";0;7
"renommer";0;7
"renoncer";0;7
"renouer";0;7
"renouveler";0;7
"rénover";0;7
"renquiller";0;7
"renseigner";0;7
"rentabiliser";1;7
"rentamer";0;7
"renter";0;7
"rentoiler";0;7
"rentraire";0;7
"rentrayer";0;7
"rentrer";0;7
"rentrouvrir";0;7
"renvelopper";0;7
"renvenimer";0;7
"renverger";0;7
"renverser";0;7
"renvider";0;7
"renvier";0;7
"renvoyer";0;7
"réoccuper";0;7
"réopérer";0;7
"réorchestrer";0;7
"réordonnancer";0;7
"réordonner";0;7
"réorganiser";1;7
"réorienter";0;7
"réouvrir";0;7
"repairer";0;7
"repaître";0;7
"répandre";0;7
"reparaître";0;7
"réparer";0;7
"reparler";0;7
"repartager";0;7
"repartir";0;7
"répartir";0;7
"repasser";0;7
"repatiner";0;7
"repaver";0;7
"repayer";0;7
"repêcher";0;7
"repeigner";0;7
"repeindre";0;7
"repeinturer";0;7
"rependre";0;7
"repenser";0;7
"se repentir";0;7
"repercer";0;7
"répercuter";0;7
"reperdre";0;7
"repérer";0;7
"répertorier";0;7
"répéter";0;7
"repeupler";0;7
"repincer";0;7
"repiquer";0;7
"replacer";0;7
"replanter";0;7
"replâtrer";0;7
"repleuvoir";0;7
"replier";0;7
"répliquer";0;7
"replisser";0;7
"replonger";0;7
"reployer";0;7
"repogner";0;7
"repolir";0;7
"répondre";0;7
"reporter";0;7
"reposer";1;7
"repositionner";1;7
"repoudrer";0;7
"repousser";0;7
"reprendre";0;7
"représenter";1;7
"réprimander";0;7
"réprimer";0;7
"repriser";1;7
"reprocher";0;7
"reproduire";0;7
"reprogrammer";0;7
"reprographier";0;7
"reprouver";0;7
"réprouver";0;7
"républicaniser";1;7
"répudier";0;7
"répugner";0;7
"réputer";0;7
"requalifier";0;7
"requérir";0;7
"requinquer";0;7
"réquisitionner";1;7
"requitter";0;7
"resaler";1;7
"resalir";1;7
"resaluer";1;7
"resavoir";1;7
"rescaper";0;7
"rescinder";0;7
"resemer";1;7
"reséquer";0;7
"réserver";1;7
"résider";1;7
"résigner";1;7
"résilier";1;7
"résiner";1;7
"résinifier";1;7
"résister";1;7
"résonner";1;7
"résorber";1;7
"résoudre";1;7
"respectabiliser";1;7
"respecter";0;7
"respirer";0;7
"resplendir";0;7
"responsabiliser";1;7
"resquiller";0;7
"ressaigner";0;7
"ressaisir";1;7
"ressasser";0;7
"ressauter";0;7
"ressayer";0;7
"ressembler";0;7
"ressemeler";0;7
"ressemer";0;7
"ressentir";0;7
"resserrer";0;7
"resservir";0;7
"ressortir";0;7
"ressouder";0;7
"se ressourcer";0;7
"se ressouvenir";0;7
"ressuer";0;7
"ressurgir";0;7
"ressusciter";0;7
"ressuyer";0;7
"restaurer";0;7
"rester";0;7
"restituer";0;7
"restreindre";0;7
"restructurer";0;7
"résulter";0;7
"résumer";0;7
"resurgir";1;7
"rétablir";0;7
"retailler";0;7
"rétamer";0;7
"retaper";0;7
"retapisser";0;7
"retarder";0;7
"retâter";0;7
"reteindre";0;7
"retéléphoner";0;7
"retendre";0;7
"retenir";0;7
"saillir";0;7
"tonner";0;7
"vaser";1;7
"venter";0;7
"verglacer";0;7
"urger";0;7
"sourdre";0;7
"stupéfaire";0;7
"titre";0;7
"seoir";0;7
"tistre";0;7
"s'entr'aimer";0;7
"s'entr'apercevoir";0;7
"s'entr'égorger";0;7
"s'entraccorder";0;7
"s'entraccuser";1;7
"s'entradmirer";0;7
"s'entraider";0;7
"s'entre-déchirer";0;7
"s'entre-détruire";0;7
"s'entre-dévorer";0;7
"entre-égorger";0;7
"s'entre-frapper";0;7
"entre-haïr";0;7
"s'entre-heurter";0;7
"s'entre-louer";0;7
"s'entre-manger";0;7
"s'entre-nuire";0;7
"s'entre-regarder";0;7
"s'entre-tuer";0;7
"s'entrebattre";0;7
"entredéchirer";0;7
"entredétruire";0;7
"entredévorer";0;7
"entremanger";0;7
"s'entrenuire";0;7
"s'entreregarder";0;7
"s'entretailler";0;7
"entretuer";0;7
"gésir";1;7
"ondoyer";0;7
"onduler";0;7
"retenter";0;7
"retentir";0;7
"retercer";0;7
"reterser";0;7
"réticuler";0;7
"retirer";0;7
"retisser";0;7
"retomber";0;7
"retondre";0;7
"retontir";0;7
"retordre";0;7
"rétorquer";0;7
"retoucher";0;7
"retourner";0;7
"retracer";0;7
"rétracter";0;7
"retraduire";0;7
"retraire";0;7
"retraiter";0;7
"retrancher";0;7
"retranscrire";0;7
"retransmettre";0;7
"retravailler";0;7
"retraverser";0;7
"rétrécir";0;7
"rétreindre";0;7
"retremper";0;7
"rétribuer";0;7
"rétroagir";0;7
"rétrocéder";0;7
"rétrograder";0;7
"retrousser";0;7
"retrouver";0;7
"retuber";0;7
"réunifier";0;7
"réunir";0;7
"réussir";0;7
"réutiliser";1;7
"revacciner";0;7
"revaloir";0;7
"revaloriser";1;7
"revasculariser";1;7
"rêvasser";0;7
"revaucher";0;7
"réveiller";0;7
"réveillonner";0;7
"révéler";0;7
"revendiquer";0;7
"revendre";0;7
"revenger";0;7
"revenir";0;7
"rêver";0;7
"réverbérer";0;7
"revercher";0;7
"reverdir";0;7
"révérer";0;7
"revérifier";0;7
"revernir";0;7
"reverser";0;7
"revêtir";0;7
"revigorer";0;7
"revirer";0;7
"réviser";1;7
"revisiter";1;7
"revisser";0;7
"revitaliser";1;7
"revivifier";0;7
"revivre";0;7
"revoir";0;7
"revoler";0;7
"révolter";0;7
"révolutionner";0;7
"révolvériser";1;7
"révoquer";0;7
"revoter";0;7
"revouloir";0;7
"révulser";0;7
"rewriter";0;7
"rhabiller";0;7
"rhumer";0;7
"ribler";0;7
"ribouldinguer";0;7
"ribouler";0;7
"ricaner";0;7
"ricocher";0;7
"rider";0;7
"ridiculiser";1;7
"riffauder";0;7
"rifler";0;7
"rigidifier";0;7
"rigoler";0;7
"rimailler";0;7
"rimer";0;7
"rincer";0;7
"ringarder";0;7
"rioter";0;7
"ripailler";0;7
"riper";0;7
"ripoliner";0;7
"riposter";0;7
"rire";0;7
"riser";1;7
"risquer";0;7
"rissoler";0;7
"ristourner";0;7
"ritualiser";1;7
"rivaliser";1;7
"river";0;7
"riveter";0;7
"rober";0;7
"robiner";0;7
"robotiser";1;7
"rocher";0;7
"rocker";0;7
"rocouer";0;7
"rocquer";0;7
"rôdailler";0;7
"roder";0;7
"rôder";0;7
"rogner";0;7
"rognonner";0;7
"roidir";0;7
"romancer";0;7
"romaniser";1;7
"rompre";0;7
"ronchonner";0;7
"rondir";0;7
"ronéoter";0;7
"ronéotyper";0;7
"ronflaguer";0;7
"ronfler";0;7
"ronger";0;7
"ronronner";0;7
"ronsardiser";1;7
"roquer";0;7
"roser";1;7
"rosir";1;7
"rosser";0;7
"roter";0;7
"rôtir";0;7
"roucouler";0;7
"rouer";0;7
"rougeoyer";0;7
"rougir";0;7
"rougnotter";0;7
"rouiller";0;7
"rouir";0;7
"rouler";0;7
"roulotter";0;7
"roupiller";0;7
"rouscailler";0;7
"rouspéter";0;7
"roussiller";0;7
"roussir";0;7
"roustir";0;7
"router";0;7
"rouvrir";0;7
"rubaner";0;7
"rubéfier";0;7
"rucher";0;7
"rudenter";0;7
"rudoyer";0;7
"ruer";0;7
"ruginer";0;7
"rugir";0;7
"ruiler";0;7
"ruiner";0;7
"ruisseler";0;7
"ruminer";0;7
"rupiner";0;7
"ruser";1;7
"russifier";0;7
"rustiquer";0;7
"rutiler";0;7
"rythmer";0;7
"sabler";0;7
"sablonner";0;7
"saborder";0;7
"saboter";0;7
"sabouler";0;7
"sabrer";0;7
"sacagner";0;7
"saccader";0;7
"saccager";0;7
"saccharifier";0;7
"sacquer";0;7
"sacraliser";1;7
"sacrer";0;7
"sacrifier";0;7
"safraner";0;7
"saietter";0;7
"saigner";0;7
"sailler";0;7
"saisir";1;7
"saisonner";1;7
"salarier";0;7
"saler";0;7
"salifier";0;7
"salir";0;7
"saliver";0;7
"saloper";0;7
"salpêtrer";0;7
"saluer";0;7
"sanctifier";0;7
"sanctionner";0;7
"sanctuariser";1;7
"sandwicher";0;7
"sangler";0;7
"sangloter";0;7
"santonner";0;7
"saouler";0;7
"saper";0;7
"saponifier";0;7
"saprer";0;7
"saquer";0;7
"sarcler";0;7
"sarmenter";0;7
"sasser";0;7
"sataner";0;7
"satelliser";1;7
"satiner";0;7
"satiriser";1;7
"satisfaire";0;7
"satonner";0;7
"saturer";0;7
"saucer";0;7
"saucissonner";0;7
"saumurer";0;7
"sauner";0;7
"saupoudrer";0;7
"saurer";0;7
"saurir";0;7
"sauter";0;7
"sautiller";0;7
"sauvegarder";0;7
"sauver";0;7
"savoir";0;7
"savonner";0;7
"savourer";0;7
"scalper";0;7
"scandaliser";1;7
"scander";0;7
"scanner";0;7
"scarifier";0;7
"sceller";0;7
"scénariser";1;7
"scheider";0;7
"schématiser";1;7
"schlinguer";0;7
"schlitter";0;7
"scier";0;7
"scinder";0;7
"scintiller";0;7
"sciotter";0;7
"scissionner";0;7
"scolariser";1;7
"scorifier";0;7
"scotcher";0;7
"scotomiser";1;7
"scratcher";0;7
"scribouiller";0;7
"scruter";0;7
"sculpter";0;7
"se revancher";0;7
"se scléroser";1;7
"se soucier";0;7
"se souvenir";0;7
"se suicider";0;7
"se tapir";0;7
"se targuer";0;7
"se trémousser";0;7
"se vautrer";0;7
"se vermouler";0;7
"sécher";0;7
"seconder";0;7
"secouer";0;7
"secourir";0;7
"sécréter";0;7
"secréter";0;7
"sectionner";0;7
"sectoriser";1;7
"séculariser";1;7
"sécuriser";1;7
"sédentariser";1;7
"sédimenter";0;7
"séduire";0;7
"segmenter";0;7
"ségréger";0;7
"ségréguer";0;7
"seiner";0;7
"séjourner";0;7
"sélecter";0;7
"sélectionner";0;7
"seller";0;7
"sembler";0;7
"semer";0;7
"semoncer";0;7
"sensibiliser";1;7
"sentir";0;7
"séparer";0;7
"septupler";0;7
"séquencer";0;7
"séquestrer";0;7
"sérancer";0;7
"serfouir";0;7
"sérialiser";1;7
"sérier";0;7
"seriner";0;7
"seringuer";0;7
"sermonner";0;7
"serpenter";0;7
"serrer";0;7
"sertir";0;7
"servir";0;7
"sévir";0;7
"sevrer";0;7
"sextupler";0;7
"sexualiser";1;7
"shampooiner";0;7
"shampooingner";0;7
"shampouiner";0;7
"shooter";0;7
"shunter";0;7
"sidérer";0;7
"siéger";0;7
"siffler";0;7
"siffloter";0;7
"signaler";0;7
"signaliser";1;7
"signer";0;7
"signifier";0;7
"silhouetter";0;7
"silicatiser";1;7
"siliconer";0;7
"sillonner";0;7
"similiser";1;7
"simplifier";0;7
"simuler";0;7
"singer";0;7
"singulariser";1;7
"siniser";1;7
"sinuer";0;7
"siphonner";0;7
"siroter";0;7
"situer";0;7
"skier";0;7
"skipper";0;7
"slalomer";0;7
"slaviser";1;7
"slicer";0;7
"smasher";0;7
"smiller";0;7
"smurfer";0;7
"snifer";0;7
"sniffer";0;7
"snober";0;7
"socialiser";1;7
"socratiser";1;7
"sodomiser";1;7
"soigner";0;7
"solariser";1;7
"solder";0;7
"solenniser";1;7
"solfier";0;7
"solidariser";1;7
"solidifier";0;7
"solifluer";0;7
"soliloquer";0;7
"solliciter";0;7
"solmiser";1;7
"solubiliser";1;7
"solutionner";0;7
"somatiser";1;7
"sombrer";0;7
"sommeiller";0;7
"sommer";0;7
"somnoler";0;7
"sonder";0;7
"songer";0;7
"sonnailler";0;7
"sonner";0;7
"sonoriser";1;7
"sophistiquer";0;7
"sorguer";0;7
"sortir";0;7
"soubattre";0;7
"soubresauter";1;7
"soucheter";0;7
"souchever";0;7
"souder";0;7
"soudoyer";0;7
"souffler";0;7
"souffleter";0;7
"souffrir";0;7
"soufrer";0;7
"souhaiter";0;7
"souiller";0;7
"soulager";0;7
"soûler";0;7
"soulever";0;7
"souligner";0;7
"soumettre";0;7
"soumissionner";0;7
"soupçonner";0;7
"souper";0;7
"soupeser";1;7
"soupirer";0;7
"souquer";0;7
"sourciller";0;7
"sourdiner";0;7
"sourire";0;7
"sous-alimenter";0;7
"sous-employer";0;7
"sous-entendre";0;7
"sous-estimer";0;7
"sous-évaluer";0;7
"sous-exposer";1;7
"sous-louer";0;7
"sous-payer";0;7
"sous-tendre";0;7
"sous-titrer";0;7
"sous-traiter";0;7
"souscrire";0;7
"soustraire";0;7
"soutacher";0;7
"soutenir";0;7
"soutirer";0;7
"soviétiser";1;7
"spathifier";0;7
"spatialiser";1;7
"spécialiser";1;7
"spécifier";0;7
"spéculer";0;7
"sphacéler";0;7
"spiritualiser";1;7
"spitter";0;7
"splitter";0;7
"spolier";0;7
"sponsoriser";1;7
"sporuler";0;7
"sprinter";0;7
"squatter";0;7
"squattériser";1;7
"squeezer";1;7
"stabiliser";1;7
"staffer";0;7
"stagner";0;7
"staliniser";1;7
"standardiser";1;7
"starifier";0;7
"stariser";1;7
"stationner";0;7
"statuer";0;7
"statufier";0;7
"sténographier";0;7
"sténotyper";0;7
"stepper";0;7
"stéréotyper";0;7
"stérer";0;7
"stériliser";1;7
"stigmatiser";1;7
"stimuler";0;7
"stipendier";0;7
"stipuler";0;7
"stocker";0;7
"stopper";0;7
"stranguler";0;7
"stratifier";0;7
"stresser";0;7
"striduler";0;7
"strier";0;7
"stripper";0;7
"striquer";0;7
"structurer";0;7
"stupéfier";0;7
"stuquer";0;7
"styler";0;7
"styliser";1;7
"subdéléguer";0;7
"subdiviser";1;7
"subir";0;7
"subjuguer";0;7
"sublimer";0;7
"submerger";0;7
"subodorer";0;7
"subordonner";0;7
"suborner";0;7
"subroger";0;7
"subsister";0;7
"substantiver";0;7
"substituer";0;7
"subsumer";0;7
"subtiliser";1;7
"subvenir";0;7
"subventionner";0;7
"subvertir";0;7
"succéder";0;7
"succomber";0;7
"sucer";0;7
"suçoter";0;7
"sucrer";0;7
"suer";0;7
"suffire";0;7
"suffixer";0;7
"suffoquer";0;7
"suggérer";0;7
"suggestionner";0;7
"suifer";0;7
"suiffer";0;7
"suinter";0;7
"suivre";0;7
"sulfater";0;7
"sulfiter";0;7
"sulfoner";0;7
"sulfurer";0;7
"super";0;7
"superfinir";0;7
"superposer";1;7
"superviser";1;7
"supplanter";0;7
"suppléer";0;7
"supplémenter";0;7
"supplicier";0;7
"supplier";0;7
"supporter";0;7
"supposer";1;7
"supprimer";0;7
"suppurer";0;7
"supputer";0;7
"surabonder";0;7
"surajouter";0;7
"suralimenter";0;7
"surarmer";0;7
"surbaisser";0;7
"surcapitaliser";1;7
"surcharger";0;7
"surchauffer";0;7
"surclasser";0;7
"surcomprimer";0;7
"surcontrer";0;7
"surcouper";0;7
"surdorer";0;7
"surédifier";0;7
"surélever";0;7
"surenchérir";0;7
"surentraîner";0;7
"suréquiper";0;7
"surestimer";0;7
"surévaluer";0;7
"surexciter";0;7
"surexploiter";0;7
"surexposer";1;7
"surfacer";0;7
"surfacturer";0;7
"surfaire";0;7
"surfer";0;7
"surfiler";0;7
"surgeler";0;7
"surgeonner";0;7
"surgir";0;7
"surglacer";0;7
"surhausser";0;7
"surimposer";1;7
"suriner";0;7
"surinvestir";0;7
"surir";0;7
"surjaler";0;7
"surjeter";0;7
"surlier";0;7
"surligner";0;7
"surlouer";0;7
"surmédicaliser";1;7
"surmener";0;7
"surmonter";0;7
"surmouler";0;7
"surnager";0;7
"surnommer";0;7
"suroxyder";0;7
"surpasser";0;7
"surpayer";0;7
"surpiquer";0;7
"surplomber";0;7
"surprendre";0;7
"surproduire";0;7
"surprotéger";0;7
"sursaturer";0;7
"sursauter";0;7
"sursemer";0;7
"sursoir";0;7
"surstocker";0;7
"surtaxer";0;7
"surtondre";0;7
"surveiller";0;7
"survenir";0;7
"survirer";0;7
"survivre";0;7
"survoler";0;7
"survolter";0;7
"susciter";0;7
"suspecter";0;7
"suspendre";0;7
"sustenter";0;7
"susurrer";0;7
"suturer";0;7
"swinguer";0;7
"syllaber";0;7
"symboliser";1;7
"symétriser";1;7
"sympathiser";1;7
"synchroniser";1;7
"syncoper";0;7
"syncristalliser";1;7
"syndicaliser";1;7
"syndiquer";0;7
"synthétiser";1;7
"syntoniser";1;7
"systématiser";1;7
"tabasser";0;7
"tabler";0;7
"tabletter";0;7
"tabouer";0;7
"tabouiser";1;7
"tabuler";0;7
"tâcher";0;7
"tacher";0;7
"tacheter";0;7
"tacler";0;7
"taguer";0;7
"taillader";0;7
"tailler";0;7
"taire";0;7
"taler";0;7
"taller";0;7
"talocher";0;7
"talonner";0;7
"talquer";0;7
"tambouriner";0;7
"tamiser";1;7
"tamponner";0;7
"tancer";0;7
"tanguer";0;7
"taniser";1;7
"tanner";0;7
"tanniser";1;7
"tapager";0;7
"taper";0;7
"tapiner";0;7
"tapisser";0;7
"tapocher";0;7
"taponner";0;7
"tapoter";0;7
"taquer";0;7
"taquiner";0;7
"tarabiscoter";0;7
"tarabuster";0;7
"tarauder";0;7
"tarder";0;7
"tarer";0;7
"tarifer";0;7
"tarifier";0;7
"tarir";0;7
"tarmacadamiser";1;7
"tartiner";0;7
"tartir";0;7
"tasser";0;7
"tataouiner";0;7
"tâter";0;7
"tatillonner";0;7
"tatiner";0;7
"tâtonner";0;7
"tatouer";0;7
"tauder";0;7
"taveler";0;7
"taveller";0;7
"taxer";0;7
"tayloriser";1;7
"tchatcher";0;7
"techniciser";1;7
"techniser";1;7
"technocratiser";1;7
"teiller";0;7
"teindre";0;7
"teinter";0;7
"télécommander";0;7
"télécopier";0;7
"télédiffuser";1;7
"télégraphier";0;7
"téléguider";0;7
"télémétrer";0;7
"téléphoner";0;7
"télépiloter";0;7
"télescoper";0;7
"téléviser";1;7
"télexer";0;7
"témoigner";0;7
"tempérer";0;7
"tempêter";0;7
"temporiser";1;7
"tenailler";0;7
"tendre";0;7
"tenir";0;7
"tenonner";0;7
"ténoriser";1;7
"tensionner";0;7
"tenter";0;7
"tercer";0;7
"tergiverser";0;7
"terminer";0;7
"ternir";0;7
"terrasser";0;7
"terreauter";0;7
"terrer";0;7
"terrifier";0;7
"terrir";0;7
"terroriser";1;7
"terser";0;7
"tester";0;7
"tétaniser";1;7
"téter";0;7
"texturer";0;7
"texturiser";1;7
"théâtraliser";1;7
"thématiser";1;7
"théoriser";1;7
"thésauriser";1;7
"tictaquer";0;7
"tiédir";0;7
"tiercer";0;7
"tigrer";0;7
"tiller";0;7
"timbrer";0;7
"tinter";0;7
"tintinnabuler";0;7
"tiquer";0;7
"tirailler";0;7
"tire-bouchonner";0;7
"tirebouchonner";0;7
"tirer";0;7
